Parcel_ID,O_zone,D_zone,CEP,Network,Type
6658,442,2662,DHL,conventional,tour-based
6658,2662,1008,DHL,conventional,consolidated
6658,1008,131,DHL,conventional,tour-based
6711,870,2668,PostNL,conventional,tour-based
6711,2668,131,PostNL,conventional,tour-based
6728,68,3362,UPS,conventional,tour-based
6728,3362,131,UPS,conventional,tour-based
6730,267,559,Cycloon,conventional,tour-based
6730,559,132,Cycloon,conventional,tour-based
6781,57,5514,GLS,conventional,tour-based
6781,5514,132,GLS,conventional,tour-based
6784,437,2668,PostNL,conventional,tour-based
6784,2668,132,PostNL,conventional,tour-based
6788,796,2668,PostNL,conventional,tour-based
6788,2668,132,PostNL,conventional,tour-based
6818,88,2668,PostNL,conventional,tour-based
6818,2668,132,PostNL,conventional,tour-based
6828,292,2668,PostNL,conventional,tour-based
6828,2668,132,PostNL,conventional,tour-based
6874,657,1044,DHL,conventional,tour-based
6874,1044,1008,DHL,conventional,consolidated
6874,1008,133,DHL,conventional,tour-based
6884,868,1008,DHL,conventional,tour-based
6884,1008,133,DHL,conventional,tour-based
6895,698,4604,DPD,conventional,tour-based
6895,4604,133,DPD,conventional,tour-based
6914,821,2668,PostNL,conventional,tour-based
6914,2668,133,PostNL,conventional,tour-based
6918,313,2668,PostNL,conventional,tour-based
6918,2668,133,PostNL,conventional,tour-based
6936,729,2668,PostNL,conventional,tour-based
6936,2668,133,PostNL,conventional,tour-based
6977,805,3362,UPS,conventional,tour-based
6977,3362,133,UPS,conventional,tour-based
6984,836,1044,DHL,conventional,tour-based
6984,1044,1008,DHL,conventional,consolidated
6984,1008,134,DHL,conventional,tour-based
6988,311,1044,DHL,conventional,tour-based
6988,1044,1008,DHL,conventional,consolidated
6988,1008,134,DHL,conventional,tour-based
7023,76,4604,DPD,conventional,tour-based
7023,4604,134,DPD,conventional,tour-based
7042,404,2668,PostNL,conventional,tour-based
7042,2668,134,PostNL,conventional,tour-based
7119,867,3362,UPS,conventional,tour-based
7119,3362,134,UPS,conventional,tour-based
7143,286,1044,DHL,conventional,tour-based
7143,1044,1008,DHL,conventional,consolidated
7143,1008,135,DHL,conventional,tour-based
7213,467,2668,PostNL,conventional,tour-based
7213,2668,135,PostNL,conventional,tour-based
7221,689,3362,UPS,conventional,tour-based
7221,3362,135,UPS,conventional,tour-based
7237,1053,1044,DHL,conventional,tour-based
7237,1044,1008,DHL,conventional,consolidated
7237,1008,136,DHL,conventional,tour-based
7244,73,1008,DHL,conventional,tour-based
7244,1008,136,DHL,conventional,tour-based
7248,813,2662,DHL,conventional,tour-based
7248,2662,1008,DHL,conventional,consolidated
7248,1008,136,DHL,conventional,tour-based
7249,753,2662,DHL,conventional,tour-based
7249,2662,1008,DHL,conventional,consolidated
7249,1008,136,DHL,conventional,tour-based
7273,132,4604,DPD,conventional,tour-based
7273,4604,136,DPD,conventional,tour-based
7302,786,2668,PostNL,conventional,tour-based
7302,2668,136,PostNL,conventional,tour-based
7327,11,2668,PostNL,conventional,tour-based
7327,2668,136,PostNL,conventional,tour-based
7410,906,1008,DHL,conventional,tour-based
7410,1008,137,DHL,conventional,tour-based
7476,615,4137,FedEx,conventional,tour-based
7476,4137,137,FedEx,conventional,tour-based
7501,71,2668,PostNL,conventional,tour-based
7501,2668,137,PostNL,conventional,tour-based
7527,920,2668,PostNL,conventional,tour-based
7527,2668,137,PostNL,conventional,tour-based
7543,330,2668,PostNL,conventional,tour-based
7543,2668,137,PostNL,conventional,tour-based
7566,495,2668,PostNL,conventional,tour-based
7566,2668,137,PostNL,conventional,tour-based
7586,113,2668,PostNL,conventional,tour-based
7586,2668,137,PostNL,conventional,tour-based
7650,967,4604,DPD,conventional,tour-based
7650,4604,140,DPD,conventional,tour-based
7667,338,2668,PostNL,conventional,tour-based
7667,2668,140,PostNL,conventional,tour-based
7704,71,1008,DHL,conventional,tour-based
7704,1008,141,DHL,conventional,tour-based
7741,464,2668,PostNL,conventional,tour-based
7741,2668,141,PostNL,conventional,tour-based
7784,336,1044,DHL,conventional,tour-based
7784,1044,1008,DHL,conventional,consolidated
7784,1008,142,DHL,conventional,tour-based
7796,977,4604,DPD,conventional,tour-based
7796,4604,142,DPD,conventional,tour-based
7857,198,2668,PostNL,conventional,tour-based
7857,2668,142,PostNL,conventional,tour-based
7874,768,2662,DHL,conventional,tour-based
7874,2662,1008,DHL,conventional,consolidated
7874,1008,143,DHL,conventional,tour-based
7899,410,2668,PostNL,conventional,tour-based
7899,2668,143,PostNL,conventional,tour-based
7902,702,2668,PostNL,conventional,tour-based
7902,2668,143,PostNL,conventional,tour-based
7968,481,2668,PostNL,conventional,tour-based
7968,2668,144,PostNL,conventional,tour-based
7986,530,2668,PostNL,conventional,tour-based
7986,2668,144,PostNL,conventional,tour-based
7996,329,1044,DHL,conventional,tour-based
7996,1044,145,DHL,conventional,tour-based
8064,633,3362,UPS,conventional,tour-based
8064,3362,146,UPS,conventional,tour-based
8084,587,1008,DHL,conventional,tour-based
8084,1008,148,DHL,conventional,tour-based
8127,408,2668,PostNL,conventional,tour-based
8127,2668,148,PostNL,conventional,tour-based
8138,42,2668,PostNL,conventional,tour-based
8138,2668,148,PostNL,conventional,tour-based
8218,511,2668,PostNL,conventional,tour-based
8218,2668,149,PostNL,conventional,tour-based
8240,879,1008,DHL,conventional,tour-based
8240,1008,150,DHL,conventional,tour-based
8305,813,559,Cycloon,conventional,tour-based
8305,559,151,Cycloon,locker,tour-based
8310,113,1008,DHL,conventional,tour-based
8310,1008,151,DHL,conventional,tour-based
8387,254,2668,PostNL,conventional,tour-based
8387,2668,153,PostNL,conventional,tour-based
8453,404,2668,PostNL,conventional,tour-based
8453,2668,154,PostNL,conventional,tour-based
8456,830,2668,PostNL,conventional,tour-based
8456,2668,154,PostNL,conventional,tour-based
8536,224,4604,DPD,conventional,tour-based
8536,4604,155,DPD,conventional,tour-based
8554,777,2668,PostNL,conventional,tour-based
8554,2668,155,PostNL,conventional,tour-based
8556,830,2668,PostNL,conventional,tour-based
8556,2668,155,PostNL,conventional,tour-based
8576,13,2668,PostNL,conventional,tour-based
8576,2668,155,PostNL,conventional,tour-based
8632,569,3362,UPS,conventional,tour-based
8632,3362,155,UPS,conventional,tour-based
8660,918,1008,DHL,conventional,tour-based
8660,1008,156,DHL,conventional,tour-based
8717,331,4137,FedEx,conventional,tour-based
8717,4137,156,FedEx,conventional,tour-based
8721,654,5514,GLS,conventional,tour-based
8721,5514,156,GLS,conventional,tour-based
8732,945,2668,PostNL,conventional,tour-based
8732,2668,156,PostNL,conventional,tour-based
8742,584,2668,PostNL,conventional,tour-based
8742,2668,156,PostNL,conventional,tour-based
8750,71,2668,PostNL,conventional,tour-based
8750,2668,156,PostNL,conventional,tour-based
8771,919,2668,PostNL,conventional,tour-based
8771,2668,156,PostNL,conventional,tour-based
8773,668,2668,PostNL,conventional,tour-based
8773,2668,156,PostNL,conventional,tour-based
8784,540,2668,PostNL,conventional,tour-based
8784,2668,156,PostNL,conventional,tour-based
8802,685,2668,PostNL,conventional,tour-based
8802,2668,156,PostNL,conventional,tour-based
8849,790,1044,DHL,conventional,tour-based
8849,1044,1008,DHL,conventional,consolidated
8849,1008,157,DHL,conventional,tour-based
8863,584,1008,DHL,conventional,tour-based
8863,1008,157,DHL,conventional,tour-based
8928,843,1044,DHL,conventional,tour-based
8928,1044,159,DHL,conventional,tour-based
8939,442,2668,PostNL,conventional,tour-based
8939,2668,159,PostNL,conventional,tour-based
8958,895,3362,UPS,conventional,tour-based
8958,3362,159,UPS,conventional,tour-based
8962,208,1008,DHL,conventional,tour-based
8962,1008,160,DHL,conventional,tour-based
8973,288,1044,DHL,conventional,tour-based
8973,1044,1008,DHL,conventional,consolidated
8973,1008,160,DHL,conventional,tour-based
9071,1053,2668,PostNL,conventional,tour-based
9071,2668,162,PostNL,conventional,tour-based
9122,806,5514,GLS,conventional,tour-based
9122,5514,163,GLS,conventional,tour-based
9123,381,2668,PostNL,conventional,tour-based
9123,2668,163,PostNL,conventional,tour-based
9157,575,3362,UPS,conventional,tour-based
9157,3362,163,UPS,conventional,tour-based
9203,673,2668,PostNL,conventional,tour-based
9203,2668,165,PostNL,conventional,tour-based
9260,379,2668,PostNL,conventional,tour-based
9260,2668,166,PostNL,conventional,tour-based
9293,219,2668,PostNL,conventional,tour-based
9293,2668,166,PostNL,conventional,tour-based
9297,19,2668,PostNL,conventional,tour-based
9297,2668,166,PostNL,conventional,tour-based
9298,198,2668,PostNL,conventional,tour-based
9298,2668,166,PostNL,conventional,tour-based
9330,318,4604,DPD,conventional,tour-based
9330,4604,167,DPD,conventional,tour-based
9395,293,3362,UPS,conventional,tour-based
9395,3362,169,UPS,conventional,tour-based
9432,658,3362,UPS,conventional,tour-based
9432,3362,172,UPS,conventional,tour-based
9602,252,1008,DHL,conventional,tour-based
9602,1008,177,DHL,conventional,tour-based
9620,581,2668,PostNL,conventional,tour-based
9620,2668,177,PostNL,conventional,tour-based
9705,520,2668,PostNL,conventional,tour-based
9705,2668,183,PostNL,conventional,tour-based
9717,288,4604,DPD,conventional,tour-based
9717,4604,186,DPD,conventional,tour-based
9784,574,1044,DHL,conventional,tour-based
9784,1044,1008,DHL,conventional,consolidated
9784,1008,188,DHL,conventional,tour-based
9793,557,1044,DHL,conventional,tour-based
9793,1044,1008,DHL,conventional,consolidated
9793,1008,189,DHL,conventional,tour-based
9798,252,1008,DHL,conventional,tour-based
9798,1008,189,DHL,conventional,tour-based
9803,736,2662,DHL,conventional,tour-based
9803,2662,1008,DHL,conventional,consolidated
9803,1008,189,DHL,conventional,tour-based
9805,862,1008,DHL,conventional,tour-based
9805,1008,189,DHL,conventional,tour-based
9881,736,4604,DPD,conventional,tour-based
9881,4604,190,DPD,conventional,tour-based
9882,110,4604,DPD,conventional,tour-based
9882,4604,190,DPD,conventional,tour-based
9930,117,1008,DHL,conventional,tour-based
9930,1008,191,DHL,conventional,tour-based
9932,343,1044,DHL,conventional,tour-based
9932,1044,1008,DHL,conventional,consolidated
9932,1008,191,DHL,conventional,tour-based
9955,412,2668,PostNL,conventional,tour-based
9955,2668,191,PostNL,conventional,tour-based
9960,675,2668,PostNL,conventional,tour-based
9960,2668,191,PostNL,conventional,tour-based
9980,650,1044,DHL,conventional,tour-based
9980,1044,1008,DHL,conventional,consolidated
9980,1008,192,DHL,conventional,tour-based
9995,656,4604,DPD,conventional,tour-based
9995,4604,192,DPD,conventional,tour-based
10016,594,2668,PostNL,conventional,tour-based
10016,2668,192,PostNL,conventional,tour-based
10019,128,2668,PostNL,conventional,tour-based
10019,2668,192,PostNL,conventional,tour-based
10054,541,2668,PostNL,conventional,tour-based
10054,2668,194,PostNL,conventional,tour-based
10057,266,3362,UPS,conventional,tour-based
10057,3362,194,UPS,conventional,tour-based
10062,693,1044,DHL,conventional,tour-based
10062,1044,1008,DHL,conventional,consolidated
10062,1008,195,DHL,conventional,tour-based
10102,573,5514,GLS,conventional,tour-based
10102,5514,195,GLS,conventional,tour-based
10104,157,5514,GLS,conventional,tour-based
10104,5514,195,GLS,conventional,tour-based
10118,555,2668,PostNL,conventional,tour-based
10118,2668,195,PostNL,conventional,tour-based
10177,187,1008,DHL,conventional,tour-based
10177,1008,196,DHL,conventional,tour-based
10199,411,2662,DHL,conventional,tour-based
10199,2662,1008,DHL,conventional,consolidated
10199,1008,197,DHL,conventional,tour-based
10258,283,3362,UPS,conventional,tour-based
10258,3362,197,UPS,conventional,tour-based
10271,304,1044,DHL,conventional,tour-based
10271,1044,1008,DHL,conventional,consolidated
10271,1008,198,DHL,conventional,tour-based
10334,768,2668,PostNL,conventional,tour-based
10334,2668,198,PostNL,conventional,tour-based
10342,290,2668,PostNL,conventional,tour-based
10342,2668,198,PostNL,conventional,tour-based
10392,654,1044,DHL,conventional,tour-based
10392,1044,1008,DHL,conventional,consolidated
10392,1008,200,DHL,conventional,tour-based
10399,774,2662,DHL,conventional,tour-based
10399,2662,1008,DHL,conventional,consolidated
10399,1008,200,DHL,conventional,tour-based
10458,112,2668,PostNL,conventional,tour-based
10458,2668,200,PostNL,conventional,tour-based
10492,300,2668,PostNL,conventional,tour-based
10492,2668,200,PostNL,conventional,tour-based
10511,863,2668,PostNL,conventional,tour-based
10511,2668,200,PostNL,conventional,tour-based
10554,173,4604,DPD,conventional,tour-based
10554,4604,201,DPD,conventional,tour-based
10571,124,2668,PostNL,conventional,tour-based
10571,2668,201,PostNL,conventional,tour-based
10573,155,2668,PostNL,conventional,tour-based
10573,2668,201,PostNL,conventional,tour-based
10579,113,2668,PostNL,conventional,tour-based
10579,2668,201,PostNL,conventional,tour-based
10595,1033,2668,PostNL,conventional,tour-based
10595,2668,201,PostNL,conventional,tour-based
10624,45,3362,UPS,conventional,tour-based
10624,3362,201,UPS,conventional,tour-based
10684,918,2668,PostNL,conventional,tour-based
10684,2668,202,PostNL,conventional,tour-based
10733,322,4604,DPD,conventional,tour-based
10733,4604,203,DPD,conventional,tour-based
10756,166,2668,PostNL,conventional,tour-based
10756,2668,203,PostNL,conventional,tour-based
10765,503,3362,UPS,conventional,tour-based
10765,3362,203,UPS,conventional,tour-based
10769,386,559,Cycloon,conventional,tour-based
10769,559,204,Cycloon,conventional,tour-based
10818,517,2668,PostNL,conventional,tour-based
10818,2668,204,PostNL,conventional,tour-based
10820,113,2668,PostNL,conventional,tour-based
10820,2668,204,PostNL,conventional,tour-based
10844,305,1044,DHL,conventional,tour-based
10844,1044,1008,DHL,conventional,consolidated
10844,1008,206,DHL,conventional,tour-based
10854,610,1044,DHL,conventional,tour-based
10854,1044,1008,DHL,conventional,consolidated
10854,1008,206,DHL,conventional,tour-based
10867,159,1044,DHL,conventional,tour-based
10867,1044,1008,DHL,conventional,consolidated
10867,1008,206,DHL,conventional,tour-based
10878,614,4604,DPD,conventional,tour-based
10878,4604,206,DPD,conventional,tour-based
10882,894,4137,FedEx,conventional,tour-based
10882,4137,206,FedEx,conventional,tour-based
10900,617,2668,PostNL,conventional,tour-based
10900,2668,206,PostNL,conventional,tour-based
10970,479,2662,DHL,conventional,tour-based
10970,2662,1008,DHL,conventional,consolidated
10970,1008,207,DHL,conventional,tour-based
10980,878,1008,DHL,conventional,tour-based
10980,1008,207,DHL,conventional,tour-based
10997,612,2668,PostNL,conventional,tour-based
10997,2668,207,PostNL,conventional,tour-based
11009,957,2668,PostNL,conventional,tour-based
11009,2668,207,PostNL,conventional,tour-based
11047,432,2662,DHL,conventional,tour-based
11047,2662,1008,DHL,conventional,consolidated
11047,1008,208,DHL,conventional,tour-based
11069,968,1044,DHL,conventional,tour-based
11069,1044,1008,DHL,conventional,consolidated
11069,1008,208,DHL,conventional,tour-based
11074,282,1044,DHL,conventional,tour-based
11074,1044,1008,DHL,conventional,consolidated
11074,1008,208,DHL,conventional,tour-based
11089,943,4604,DPD,conventional,tour-based
11089,4604,208,DPD,conventional,tour-based
11097,550,4604,DPD,conventional,tour-based
11097,4604,208,DPD,conventional,tour-based
11108,432,4137,FedEx,conventional,tour-based
11108,4137,208,FedEx,conventional,tour-based
11118,885,2668,PostNL,conventional,tour-based
11118,2668,208,PostNL,conventional,tour-based
11124,336,2668,PostNL,conventional,tour-based
11124,2668,208,PostNL,conventional,tour-based
11164,655,2668,PostNL,conventional,tour-based
11164,2668,208,PostNL,conventional,tour-based
11185,287,2668,PostNL,conventional,tour-based
11185,2668,208,PostNL,conventional,tour-based
11202,1081,2668,PostNL,conventional,tour-based
11202,2668,208,PostNL,conventional,tour-based
11206,219,2668,PostNL,conventional,tour-based
11206,2668,208,PostNL,conventional,tour-based
11255,918,4604,DPD,conventional,tour-based
11255,4604,209,DPD,conventional,tour-based
11261,942,4604,DPD,conventional,tour-based
11261,4604,209,DPD,conventional,tour-based
11296,508,2668,PostNL,conventional,tour-based
11296,2668,209,PostNL,conventional,tour-based
11310,675,2668,PostNL,conventional,tour-based
11310,2668,209,PostNL,conventional,tour-based
11345,508,1044,DHL,conventional,tour-based
11345,1044,1008,DHL,conventional,consolidated
11345,1008,210,DHL,conventional,tour-based
11388,328,4604,DPD,conventional,tour-based
11388,4604,210,DPD,conventional,tour-based
11392,539,4604,DPD,conventional,tour-based
11392,4604,210,DPD,conventional,tour-based
11419,835,5514,GLS,conventional,tour-based
11419,5514,210,GLS,conventional,tour-based
11474,76,2668,PostNL,conventional,tour-based
11474,2668,210,PostNL,conventional,tour-based
11487,610,2668,PostNL,conventional,tour-based
11487,2668,210,PostNL,conventional,tour-based
11539,576,3362,UPS,conventional,tour-based
11539,3362,210,UPS,conventional,tour-based
11558,628,2668,PostNL,conventional,tour-based
11558,2668,211,PostNL,conventional,tour-based
11580,680,1044,DHL,conventional,tour-based
11580,1044,1008,DHL,conventional,consolidated
11580,1008,212,DHL,conventional,tour-based
11629,972,559,Cycloon,conventional,tour-based
11629,559,212,Cycloon,locker,tour-based
11651,310,1044,DHL,conventional,tour-based
11651,1044,1008,DHL,conventional,consolidated
11651,1008,213,DHL,conventional,tour-based
11682,251,4604,DPD,conventional,tour-based
11682,4604,213,DPD,conventional,tour-based
11714,395,2668,PostNL,conventional,tour-based
11714,2668,213,PostNL,conventional,tour-based
11762,730,2668,PostNL,conventional,tour-based
11762,2668,213,PostNL,conventional,tour-based
11798,601,1044,DHL,conventional,tour-based
11798,1044,1008,DHL,conventional,consolidated
11798,1008,219,DHL,conventional,tour-based
11820,863,1008,DHL,conventional,tour-based
11820,1008,219,DHL,conventional,tour-based
11858,975,4604,DPD,conventional,tour-based
11858,4604,219,DPD,conventional,tour-based
11865,675,4604,DPD,conventional,tour-based
11865,4604,219,DPD,conventional,tour-based
11884,712,4137,FedEx,conventional,tour-based
11884,4137,219,FedEx,conventional,tour-based
11903,21,2668,PostNL,conventional,tour-based
11903,2668,219,PostNL,conventional,tour-based
11918,597,2668,PostNL,conventional,tour-based
11918,2668,219,PostNL,conventional,tour-based
11947,683,2668,PostNL,conventional,tour-based
11947,2668,219,PostNL,conventional,tour-based
12002,775,2668,PostNL,conventional,tour-based
12002,2668,219,PostNL,conventional,tour-based
12030,114,3362,UPS,conventional,tour-based
12030,3362,219,UPS,conventional,tour-based
12116,358,2668,PostNL,conventional,tour-based
12116,2668,222,PostNL,conventional,tour-based
12143,54,2668,PostNL,conventional,tour-based
12143,2668,224,PostNL,conventional,tour-based
12171,1050,2668,PostNL,conventional,tour-based
12171,2668,226,PostNL,conventional,tour-based
12188,684,2668,PostNL,conventional,tour-based
12188,2668,229,PostNL,conventional,tour-based
12231,437,2662,DHL,conventional,tour-based
12231,2662,1044,DHL,conventional,consolidated
12231,1044,231,DHL,conventional,tour-based
12234,192,1008,DHL,conventional,tour-based
12234,1008,1044,DHL,conventional,consolidated
12234,1044,231,DHL,conventional,tour-based
12244,722,2662,DHL,conventional,tour-based
12244,2662,1044,DHL,conventional,consolidated
12244,1044,231,DHL,conventional,tour-based
12247,493,4604,DPD,conventional,tour-based
12247,4604,231,DPD,conventional,tour-based
12258,672,5514,GLS,conventional,tour-based
12258,5514,231,GLS,conventional,tour-based
12262,395,2668,PostNL,conventional,tour-based
12262,2668,231,PostNL,conventional,tour-based
12263,479,2668,PostNL,conventional,tour-based
12263,2668,231,PostNL,conventional,tour-based
12290,63,2668,PostNL,conventional,tour-based
12290,2668,231,PostNL,conventional,tour-based
12341,800,2668,PostNL,conventional,tour-based
12341,2668,232,PostNL,conventional,tour-based
12351,586,2668,PostNL,conventional,tour-based
12351,2668,232,PostNL,conventional,tour-based
12368,137,3362,UPS,conventional,tour-based
12368,3362,232,UPS,conventional,tour-based
12370,688,1044,DHL,conventional,tour-based
12370,1044,233,DHL,conventional,tour-based
12421,565,2668,PostNL,conventional,tour-based
12421,2668,234,PostNL,conventional,tour-based
12440,393,4604,DPD,conventional,tour-based
12440,4604,235,DPD,conventional,tour-based
12458,540,2668,PostNL,conventional,tour-based
12458,2668,235,PostNL,conventional,tour-based
12459,970,2668,PostNL,conventional,tour-based
12459,2668,235,PostNL,conventional,tour-based
12490,712,2662,DHL,conventional,tour-based
12490,2662,1044,DHL,conventional,consolidated
12490,1044,236,DHL,conventional,tour-based
12507,337,2668,PostNL,conventional,tour-based
12507,2668,236,PostNL,conventional,tour-based
12513,367,2668,PostNL,conventional,tour-based
12513,2668,236,PostNL,conventional,tour-based
12518,398,2668,PostNL,conventional,tour-based
12518,2668,236,PostNL,conventional,tour-based
12562,72,1008,DHL,conventional,tour-based
12562,1008,1044,DHL,conventional,consolidated
12562,1044,237,DHL,conventional,tour-based
12609,804,2668,PostNL,conventional,tour-based
12609,2668,237,PostNL,conventional,tour-based
12616,202,2668,PostNL,conventional,tour-based
12616,2668,237,PostNL,conventional,tour-based
12637,831,2668,PostNL,conventional,tour-based
12637,2668,237,PostNL,conventional,tour-based
12656,888,3362,UPS,conventional,tour-based
12656,3362,237,UPS,conventional,tour-based
12659,796,2662,DHL,conventional,tour-based
12659,2662,1044,DHL,conventional,consolidated
12659,1044,238,DHL,conventional,tour-based
12722,1021,2668,PostNL,conventional,tour-based
12722,2668,239,PostNL,conventional,tour-based
12760,675,3362,UPS,conventional,tour-based
12760,3362,240,UPS,conventional,tour-based
12826,265,2668,PostNL,conventional,tour-based
12826,2668,241,PostNL,conventional,tour-based
12852,259,2668,PostNL,conventional,tour-based
12852,2668,241,PostNL,conventional,tour-based
12871,84,3362,UPS,conventional,tour-based
12871,3362,241,UPS,conventional,tour-based
12884,339,1044,DHL,conventional,tour-based
12884,1044,242,DHL,conventional,tour-based
12969,124,3362,UPS,conventional,tour-based
12969,3362,242,UPS,conventional,tour-based
13005,738,3362,UPS,conventional,tour-based
13005,3362,243,UPS,conventional,tour-based
13006,775,3362,UPS,conventional,tour-based
13006,3362,243,UPS,conventional,tour-based
13029,699,4604,DPD,conventional,tour-based
13029,4604,244,DPD,conventional,tour-based
13228,951,2668,PostNL,conventional,tour-based
13228,2668,246,PostNL,conventional,tour-based
13253,405,2662,DHL,conventional,tour-based
13253,2662,1008,DHL,conventional,consolidated
13253,1008,247,DHL,conventional,tour-based
13340,589,2668,PostNL,conventional,tour-based
13340,2668,248,PostNL,conventional,tour-based
13359,872,2668,PostNL,conventional,tour-based
13359,2668,248,PostNL,conventional,tour-based
13377,320,1044,DHL,conventional,tour-based
13377,1044,249,DHL,conventional,tour-based
13414,785,2668,PostNL,conventional,tour-based
13414,2668,249,PostNL,conventional,tour-based
13424,1054,2668,PostNL,conventional,tour-based
13424,2668,249,PostNL,conventional,tour-based
13425,605,2668,PostNL,conventional,tour-based
13425,2668,249,PostNL,conventional,tour-based
13434,323,2668,PostNL,conventional,tour-based
13434,2668,249,PostNL,conventional,tour-based
13446,956,2668,PostNL,conventional,tour-based
13446,2668,249,PostNL,conventional,tour-based
13455,113,3362,UPS,conventional,tour-based
13455,3362,249,UPS,conventional,tour-based
13468,603,1008,DHL,conventional,tour-based
13468,1008,1044,DHL,conventional,consolidated
13468,1044,250,DHL,conventional,tour-based
13499,1065,4604,DPD,conventional,tour-based
13499,4604,250,DPD,conventional,tour-based
13516,900,2668,PostNL,conventional,tour-based
13516,2668,250,PostNL,conventional,tour-based
13521,716,2668,PostNL,conventional,tour-based
13521,2668,250,PostNL,conventional,tour-based
13550,842,2668,PostNL,conventional,tour-based
13550,2668,250,PostNL,conventional,tour-based
13556,321,2668,PostNL,conventional,tour-based
13556,2668,250,PostNL,conventional,tour-based
13561,650,2668,PostNL,conventional,tour-based
13561,2668,250,PostNL,conventional,tour-based
13588,463,2662,DHL,conventional,tour-based
13588,2662,1008,DHL,conventional,consolidated
13588,1008,251,DHL,conventional,tour-based
13610,878,1008,DHL,conventional,tour-based
13610,1008,251,DHL,conventional,tour-based
13611,531,1044,DHL,conventional,tour-based
13611,1044,1008,DHL,conventional,consolidated
13611,1008,251,DHL,conventional,tour-based
13619,254,1008,DHL,conventional,tour-based
13619,1008,251,DHL,conventional,tour-based
13644,796,4604,DPD,conventional,tour-based
13644,4604,251,DPD,conventional,tour-based
13664,283,5514,GLS,conventional,tour-based
13664,5514,251,GLS,conventional,tour-based
13718,641,2668,PostNL,conventional,tour-based
13718,2668,251,PostNL,conventional,tour-based
13764,732,2668,PostNL,conventional,tour-based
13764,2668,251,PostNL,conventional,tour-based
13793,752,3362,UPS,conventional,tour-based
13793,3362,251,UPS,conventional,tour-based
13800,596,1044,DHL,conventional,tour-based
13800,1044,1008,DHL,conventional,consolidated
13800,1008,252,DHL,conventional,tour-based
13852,536,559,Cycloon,conventional,tour-based
13852,559,252,Cycloon,locker,tour-based
13895,957,559,Cycloon,conventional,tour-based
13895,559,252,Cycloon,locker,tour-based
13907,625,559,Cycloon,conventional,tour-based
13907,559,252,Cycloon,locker,tour-based
13921,897,559,Cycloon,conventional,tour-based
13921,559,252,Cycloon,locker,tour-based
13944,850,2668,PostNL,conventional,tour-based
13944,2668,252,PostNL,conventional,tour-based
13948,274,559,Cycloon,conventional,tour-based
13948,559,252,Cycloon,locker,tour-based
13967,687,559,Cycloon,conventional,tour-based
13967,559,252,Cycloon,locker,tour-based
14022,691,4604,DPD,conventional,tour-based
14022,4604,253,DPD,conventional,tour-based
14055,827,2668,PostNL,conventional,tour-based
14055,2668,253,PostNL,conventional,tour-based
14060,572,2668,PostNL,conventional,tour-based
14060,2668,253,PostNL,conventional,tour-based
14079,503,2668,PostNL,conventional,tour-based
14079,2668,253,PostNL,conventional,tour-based
14116,926,3362,UPS,conventional,tour-based
14116,3362,253,UPS,conventional,tour-based
14119,689,3362,UPS,conventional,tour-based
14119,3362,253,UPS,conventional,tour-based
14163,213,4604,DPD,conventional,tour-based
14163,4604,254,DPD,conventional,tour-based
14177,315,4137,FedEx,conventional,tour-based
14177,4137,254,FedEx,conventional,tour-based
14179,970,5514,GLS,conventional,tour-based
14179,5514,254,GLS,conventional,tour-based
14185,231,2668,PostNL,conventional,tour-based
14185,2668,254,PostNL,conventional,tour-based
14188,912,2668,PostNL,conventional,tour-based
14188,2668,254,PostNL,conventional,tour-based
14194,118,2668,PostNL,conventional,tour-based
14194,2668,254,PostNL,conventional,tour-based
14254,1036,2668,PostNL,conventional,tour-based
14254,2668,254,PostNL,conventional,tour-based
14367,653,2668,PostNL,conventional,tour-based
14367,2668,256,PostNL,conventional,tour-based
14426,201,2668,PostNL,conventional,tour-based
14426,2668,257,PostNL,conventional,tour-based
14441,1078,2668,PostNL,conventional,tour-based
14441,2668,258,PostNL,conventional,tour-based
14464,280,1044,DHL,conventional,tour-based
14464,1044,259,DHL,conventional,tour-based
14465,992,1044,DHL,conventional,tour-based
14465,1044,259,DHL,conventional,tour-based
14479,529,1044,DHL,conventional,tour-based
14479,1044,259,DHL,conventional,tour-based
14522,64,5514,GLS,conventional,tour-based
14522,5514,259,GLS,conventional,tour-based
14524,932,5514,GLS,conventional,tour-based
14524,5514,259,GLS,conventional,tour-based
14528,466,2668,PostNL,conventional,tour-based
14528,2668,259,PostNL,conventional,tour-based
14554,48,2668,PostNL,conventional,tour-based
14554,2668,259,PostNL,conventional,tour-based
14568,693,2668,PostNL,conventional,tour-based
14568,2668,259,PostNL,conventional,tour-based
14702,632,1044,DHL,conventional,tour-based
14702,1044,261,DHL,conventional,tour-based
14734,53,2668,PostNL,conventional,tour-based
14734,2668,261,PostNL,conventional,tour-based
14735,555,2668,PostNL,conventional,tour-based
14735,2668,261,PostNL,conventional,tour-based
14793,722,5514,GLS,conventional,tour-based
14793,5514,262,GLS,conventional,tour-based
14842,324,1044,DHL,conventional,tour-based
14842,1044,263,DHL,conventional,tour-based
14924,662,2668,PostNL,conventional,tour-based
14924,2668,263,PostNL,conventional,tour-based
14935,513,2668,PostNL,conventional,tour-based
14935,2668,263,PostNL,conventional,tour-based
14944,660,3362,UPS,conventional,tour-based
14944,3362,263,UPS,conventional,tour-based
